Organism ID in the KineticTable;Organism Name - representative
1536;Urochloa maxima
1540;Hyparrhenia rufa
1541;Heteropogon contortus
1542;Ischaemum koleostachys
1543;Pogonatherum paniceum
1547;Capsella rubella
1548;Cardaminopsis petraea
1549;Lepidium densiflorum
1550;Lepidium latifolium
1551;Thiobacillus ferrooxidans
1551;Thiobacillus ferrooxidans
1551;Thiobacillus ferrooxidans
1551;Thiobacillus ferrooxidans
1551;Thiobacillus ferrooxidans
1552;Bacillus coagulans
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1554;Methanocaldococcus jannaschii
1555;Candida humilis
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1557;Leptospira interrogans
1562;Spirulina platensis
1562;Spirulina platensis
1562;Spirulina platensis
1562;Spirulina platensis
1562;Spirulina platensis
1568;Mycosphaerella graminicola
1568;Mycosphaerella graminicola
1568;Mycosphaerella graminicola
1570;Pichia angusta
1570;Pichia angusta
1570;Pichia angusta
1570;Pichia angusta
1571;Pichia jadinii
1580;Alvinella pompejana
1582;Phaseolus radiatus
1583;Ipomoea purpurea
1584;Phytophthora infestans
1584;Phytophthora infestans
1584;Phytophthora infestans
1584;Phytophthora infestans
1584;Phytophthora infestans
1584;Phytophthora infestans
1584;Phytophthora infestans
1585;Solanum nigrum
1586;Digitaria adscendens
1587;Saccharomycopsis lipolytica
1590;Morganella morganii
1590;Morganella morganii
1590;Morganella morganii
1590;Morganella morganii
1590;Morganella morganii
1590;Morganella morganii
1590;Morganella morganii
1591;Providencia stuartii
1591;Providencia stuartii
1592;Bacillus pallidus
1592;Bacillus pallidus
1593;Galactocandida mastotermitis
1596;Candida mogii
1597;Arxula adeninivorans
1597;Arxula adeninivorans
1597;Arxula adeninivorans
1598;Paecilomyces variotii
1599;Pseudomonas alcaligenes
1599;Pseudomonas alcaligenes
1599;Pseudomonas alcaligenes
1599;Pseudomonas alcaligenes
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1600;Phanerochaete chrysosporium
1601;Thauera sp.
1602;Rhodopseudomonas acidophila
1603;Secale montanum
1604;Secale sylvestre
1605;Dasypyrum villosum
1606;Triticum baeoticum
1607;Triticale turgidocereale
1608;Elytrigia repens
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1610;Trametes versicolor
1615;Brassica napobrassica
1616;Pleurotus pulmonarius
1617;Candida versatilis
1619;Frog
1620;Aphanothece halophytica
1620;Aphanothece halophytica
1620;Aphanothece halophytica
1620;Aphanothece halophytica
1621;Nitrosomonas sp.
1621;Nitrosomonas sp.
1621;Nitrosomonas sp.
1623;Nitrosolobus sp.
1623;Nitrosolobus sp.
1623;Nitrosolobus sp.
1623;Nitrosolobus sp.
1624;Nitrosospira sp.
1624;Nitrosospira sp.
1624;Nitrosospira sp.
1624;Nitrosospira sp.
1625;Nitrosovibrio sp.
1625;Nitrosovibrio sp.
1625;Nitrosovibrio sp.
1625;Nitrosovibrio sp.
1625;Nitrosovibrio sp.
1626;Nitrosospira multiformis
1626;Nitrosospira multiformis
1626;Nitrosospira multiformis
1627;Enterococcus avium
1627;Enterococcus avium
1629;Bacterium sp.
1630;Nocardia fusca AKU 2123
1632;Burkholderia sp.
1632;Burkholderia sp.
1632;Burkholderia sp.
1632;Burkholderia sp.
1632;Burkholderia sp.
1633;Ambystoma tigrinum
1633;Ambystoma tigrinum
1653;Pseudomonas stutzeri
1653;Pseudomonas stutzeri
1653;Pseudomonas stutzeri
1653;Pseudomonas stutzeri
1654;Hansenula anomala
1655;Megasphaera elsdenii
1656;Helianthus tuberosus
1656;Helianthus tuberosus
1656;Helianthus tuberosus
1656;Helianthus tuberosus
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1657;Desulfovibrio vulgaris
1658;Peptostreptococcus elsdenii
1659;Methylophilus methylotrophus
1659;Methylophilus methylotrophus
1659;Methylophilus methylotrophus
1660;Methylophilus sp.
1660;Methylophilus sp.
1661;Hyphomicrobium denitrificans
1662;Methyloversatilis universalis
1663;Methylibium petroleiphilum
1664;Methylosinus sp.
1664;Methylosinus sp.
1667;Methylophilus methylothrophus P38539 and
1672;Coriolus versicolor
1672;Coriolus versicolor
1673;Aspergillus sp.
1674;Pleurotus ostreatus
1674;Pleurotus ostreatus
1674;Pleurotus ostreatus
1674;Pleurotus ostreatus
1674;Pleurotus ostreatus
1675;Irpex lacteus
1675;Irpex lacteus
1675;Irpex lacteus
1676;Iridophycus flaccidum
1677;Trametes cinnabarinus
1678;Auricularia polytricha
1679;Polyporus obtusus
1680;Coriolus hirsutus
1681;Oudemansiella mucida
1682;Daedaleopsis styracina
1683;Gloeophyllum sepiarium
1684;Basidiomycete
1685;Peniophora gigantea
1685;Peniophora gigantea
1686;Corticium caeruleum
1687;Todus multicolor
1688;Phanerochaete gigantea
1689;Saxidomus giganteus
1690;Phlebiopsis gigantea
1691;Trametes multicolor
1693;Peniophora sp.
1695;Tricholoma matsutake
1697;Trametes ochracea
1697;Trametes ochracea
1698;Trametes pubescens
1698;Trametes pubescens
1698;Trametes pubescens
1699;Trametes sanguinea
1700;Ochrobactrum anthropi
1700;Ochrobactrum anthropi
1700;Ochrobactrum anthropi
1700;Ochrobactrum anthropi
1701;Hansenula sp.
1702;Thermoascus aurantiacus
1702;Thermoascus aurantiacus
1702;Thermoascus aurantiacus
1703;Aspergillus ochraceus
1704;Achatina fulica
1705;Arion ater
1706;Basidiomycota sp.
1707;Achatina achatina
1708;Pichia pinus
1709;Candida methanosorbosa
1709;Candida methanosorbosa
1710;Radulum casearium
1711;Poria contigua
1713;Cladosporium fulvum
1714;Candida sithepensis
1715;Pichia siamensis
1719;Candida methanolovescens
1721;Pichia finlandica
1722;Pichia henricii
1723;Pichia minuta
1724;Pichia philodendra
1725;Candida pignaliae
1725;Candida pignaliae
1727;Candida sonorensis
1727;Candida sonorensis
1729;Pichia glucozyma
1732;Pichia trehalophila
1732;Pichia trehalophila
1735;Candida cariosilignicola
1737;Candida succiphila
1738;Pichia capsulata
1738;Pichia capsulata
1739;Pichia naganishii
1742;Gloeophyllum trabeum
1742;Gloeophyllum trabeum
1742;Gloeophyllum trabeum
1743;Lathyrus sativus
1743;Lathyrus sativus
1744;Rana pipiens
1744;Rana pipiens
1744;Rana pipiens
1744;Rana pipiens
1745;Carica papaya
1745;Carica papaya
1745;Carica papaya
1745;Carica papaya
1745;Carica papaya
1745;Carica papaya
1745;Carica papaya
1746;Mesostigma viride
1747;plant
1748;Roseobacter sp.
1749;Oceanimonas doudoroffii
1750;Pachysandra terminalis
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1752;Tenebrio molitor
1753;Calliphora vicina
1754;Calliphora erythrocephala
1755;Pieris brassicae
1756;Spodoptera littoralis
1756;Spodoptera littoralis
1756;Spodoptera littoralis
1756;Spodoptera littoralis
1756;Spodoptera littoralis
1757;Daphnis nerii
1758;Aeshna cyanea
1759;Choristoneura fumiferana
1759;Choristoneura fumiferana
1759;Choristoneura fumiferana
1759;Choristoneura fumiferana
1760;Drosophila hydei
1761;Gryllus bimaculatus
1762;Arthrobacter pascens
1762;Arthrobacter pascens
1763;Achromobacter cholinophagum
1764;Cylindrocarpon didymum
1767;Penicillium sp.
1767;Penicillium sp.
1767;Penicillium sp.
1768;Pseudomonas boreopolis
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1769;Sphingomonas sp.
1770;Pseudomonas vesicularis
1772;Sphingopyxis sp.
1772;Sphingopyxis sp.
1773;Pseudomonas convexa
1774;Simmondsia chinensis
1775;Candida bombicola
1775;Candida bombicola
1776;Candida cloacae
1777;Mycoplasma mycoides
1777;Mycoplasma mycoides
1777;Mycoplasma mycoides
1777;Mycoplasma mycoides
1777;Mycoplasma mycoides
1778;Streptococcus sp.
1778;Streptococcus sp.
1779;Pediococcus sp.
1780;Aerococcus viridans
1780;Aerococcus viridans
1783;unidentified soil bacterium
1783;unidentified soil bacterium
1788;Penicillium simplicissimum
1789;Chryseobacterium meningosepticum
1789;Chryseobacterium meningosepticum
1790;Penicillium purpurogenum
1790;Penicillium purpurogenum
1790;Penicillium purpurogenum
1790;Penicillium purpurogenum
1790;Penicillium purpurogenum
1791;Penicillium expansum
1791;Penicillium expansum
1792;unidentified organism
1793;Penicillium funiculosum
1793;Penicillium funiculosum
1793;Penicillium funiculosum
1794;Penicillium pinophilum
1795;Penicillium vitale
1796;Penicillium amagasakiense
1797;Talaromyces stipitatus
1797;Talaromyces stipitatus
1798;cellular organism
1799;Mycoderma aceti
1800;Penicillium variabile
1800;Penicillium variabile
1802;Penicillium adametzii
1803;Malassezia sympodialis
1805;Biomphalaria glabrata
1806;Arion lusitanicus
1807;Limax flavus
1808;Citrus aurantiifolia
1809;Chondrus crispus
1810;Euthora cristata
1811;Citrus macrophylla
1812;Citrus junos
1813;Citrus vulgaris
1814;Citrus macroptera
1815;Citrus aurantium
1816;Citrus limetta
1817;Arthrobacter simplex
1817;Arthrobacter simplex
1818;Nocardia rhodochrous
1819;Streptomyces lividans
1819;Streptomyces lividans
1819;Streptomyces lividans
1819;Streptomyces lividans
1820;Schizophyllum commune
1822;Rhodococcus equi
1823;Streptomyces violascens
1824;Brevibacterium sterolicum
1825;Corynebacterium cholesterolicum
1826;Actinomyces lavendulae
1828;uncultured gamma
1828;uncultured gamma
1832;Streptomyces luridus
1833;Streptomyces natalensis
1834;Chromobacterium sp. DS
1834;Chromobacterium sp. DS
1835;Sporotrichum pruinosum
1836;Bjerkandera adusta
1836;Bjerkandera adusta
1838;Pleurotus eryngii
1838;Pleurotus eryngii
1838;Pleurotus eryngii
1838;Pleurotus eryngii
1839;Fomes lignosus
1840;Pleurotus sajor
1841;Chrysomela populi
1841;Chrysomela populi
1842;Phratora vitellinae
1845;Pleurotus laciniatocrenatus
1846;Chrysomela tremulae
1846;Chrysomela tremulae
1849;Grifola frondosa
1849;Grifola frondosa
1849;Grifola frondosa
1851;Acipenser transmontanus
1853;Tachyglossus aculeatus
1854;Ornithorhynchus anatinus
1855;Perameles nasuta
1856;Isoodon macrourus
1857;Macropus rufogriseus
1858;Thylogale thetis
1859;Scyliorhinus torazame
1860;Silurus asotus
1861;Triakis scyllium
1865;Mustelus manazo
1867;Dactylium dendroides
1868;Gibberella fujikuroi
1868;Gibberella fujikuroi
1868;Gibberella fujikuroi
1869;Polyporus circinatus
1870;Fusarium graminearum
1870;Fusarium graminearum
1870;Fusarium graminearum
1870;Fusarium graminearum
1871;Fusarium acuminatum
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1872;Paenibacillus sp. AIU 311
1877;Acinetobacter lwoffii
1878;Rhizobium tropici
1881;Vibrio alginolyticus
1881;Vibrio alginolyticus
1881;Vibrio alginolyticus
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1883;Dunaliella salina
1884;Acetobacter sp.
1885;Acetobacter methanolicus
1886;Gluconoactobacter polyoxygens
1887;Acidomonas methanolicus
1888;Gluconacetobacter europaeus
1888;Gluconacetobacter europaeus
1889;Gluconacetobacter intermedius
1893;Pseudomonas citronellolis
1893;Pseudomonas citronellolis
1896;Halomonas elongata
1898;Leucoraja ocellata
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1900;Acinetobacter baumannii
1901;Ketogulonicigenium vulgare
1902;Stenotrophomonas maltophilia
1903;Flavobacterium saccharophilum
1904;Halomonas sp.
1904;Halomonas sp.
1904;Halomonas sp.
1905;Anacystis nidulans
1906;Dunaliella primolecta
1908;Thalassiosira pseudonana
1908;Thalassiosira pseudonana
1909;Humicola insolens
1909;Humicola insolens
1910;Pycnoporus sanguineus
1911;Flammulina velutipes
1912;Sclerotium rolfsii
1912;Sclerotium rolfsii
1913;Pycnoporus cinnabarinus
1913;Pycnoporus cinnabarinus
1914;Sporotrichum thermophile
1915;Trametes hirsuta
1915;Trametes hirsuta
1916;Monilia sitophila
1917;Coniophora puteana
1917;Coniophora puteana
1918;Myriococcum thermophilum
1919;Trametes villosa
1921;Heterobasidion annosum
1922;Trametes gibbosa
1923;Trametes cotonea
1924;Trametes incerta
1925;Trametes maxima
1926;Trametes meyenii
1927;Trametes suaveolens
1929;Shewanella frigidimarina
1930;Chaetomium sp.
1932;Ganoderma gibbosum
1934;Hericium erinaceum
1938;Sclerotium coffeicola
1939;Sclerotium delphinii
1942;Corynascus thermophilus
1944;Monilia sp.
1945;Thielavia heterothallica
1948;Sphingomonas terrae
1949;Sphingomonas macrogolitabida
1950;Sphingopyxis terrae
1951;Sphingopyxis macrogoltabida
1951;Sphingopyxis macrogoltabida
1951;Sphingopyxis macrogoltabida
1951;Sphingopyxis macrogoltabida
1961;Macrolepiota rhacodes
1962;Agaricus meleagris
1962;Agaricus meleagris
1963;Agaricus xanthoderma
1963;Agaricus xanthoderma
1965;Erwinia herbicola
1966;Erwinia cypripedii
1967;Proteus mirabilis
1967;Proteus mirabilis
1968;Proteus sp.
1970;Serratia liquefaciens
1970;Serratia liquefaciens
1971;Tatumella ptyseos
1971;Tatumella ptyseos
1972;Escherichia blattae
1973;Ewingella americana
1974;Serratia grimesii
1975;Rahnella aquatilis
1975;Rahnella aquatilis
1976;Microcystis aeruginosa
1976;Microcystis aeruginosa
1977;Veillonella alcalescens
1979;Pseudomonas butanovora
1979;Pseudomonas butanovora
1979;Pseudomonas butanovora
1981;Pseudogluconobacter saccharoketogenes
1985;Paraconiothyrium sp.
1986;Saccharomyces carlsbergensis
1987;Scenedesmus obliquus
1988;Leishmania tarentolae
1988;Leishmania tarentolae
1988;Leishmania tarentolae
1988;Leishmania tarentolae
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1989;Anabaena variabilis
1990;Bacillus alcalophilus
1991;Allochromatium vinosum
1991;Allochromatium vinosum
1991;Allochromatium vinosum
1991;Allochromatium vinosum
1992;Blastochloris viridis
1993;Heliobacterium chlorum
1994;Paramecium aurelia
1995;Pseudomonas cichorii
1995;Pseudomonas cichorii
1996;Rhodobacter blasticus
1997;Rhodobacter sulfidophilus
1998;Rubrivivax gelatinosus
2000;Streptomyces glaucescens
2000;Streptomyces glaucescens
2000;Streptomyces glaucescens
2001;Plants
2002;Malus sp.
2003;Octopus vulgaris
2003;Octopus vulgaris
2004;Sarcophaga bullata
2006;Cydonia oblonga
2007;Ralstonia solanacearum
2007;Ralstonia solanacearum
2007;Ralstonia solanacearum
2007;Ralstonia solanacearum
2007;Ralstonia solanacearum
2007;Ralstonia solanacearum
2008;Musa sapientum
2009;Cynara scolymus
2009;Cynara scolymus
2009;Cynara scolymus
2009;Cynara scolymus
2010;Morus alba
2010;Morus alba
2011;Portulaca grandiflora
2012;Alternaria tenuis
2014;Lycopus europaeus
2015;Dolichos lablab
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2016;Coffea arabica
2017;Coffea eugenioides
2018;Coffea canephora
2018;Coffea canephora
2018;Coffea canephora
2018;Coffea canephora
2019;Coffea stenophylla
2020;Mycelia sterilia
2021;Castanea henryi
2022;Scyllarides latus
2023;Urtica dioica
2024;Coffea guarini
2025;Coffea excelsa
2026;Coffea racemosa
2027;Coffea liberica
2028;Coffea kapakata
2029;Coffea dewevrei
2030;Coffea brevipes
2031;Coffea salvatrix
2032;Ferula sp.
2033;Origanum vulgare subsp. hirtum
2034;Asimina triloba
2035;Eurypelma californicum
2036;Coprinus cinereus
2036;Coprinus cinereus
2037;Glomerella cingulata
2037;Glomerella cingulata
2038;Pleurotus sp.
2039;fungi
2040;Polyporus versicolor
2042;Myrothecium verrucaria
2043;Rhizoctonia solani
2044;Myceliophthora thermophila
2044;Myceliophthora thermophila
2045;Scytalidium thermophilum
2046;Chaetomium thermophilum
2046;Chaetomium thermophilum
2046;Chaetomium thermophilum
2046;Chaetomium thermophilum
2047;Podospora anserina
2047;Podospora anserina
2048;Ceriporiopsis subvermispora
2048;Ceriporiopsis subvermispora
2048;Ceriporiopsis subvermispora
2048;Ceriporiopsis subvermispora
2049;Phlebia radiata
2049;Phlebia radiata
2049;Phlebia radiata
2049;Phlebia radiata
2050;Fomes fomentarius
2051;Rhus vernicifera
2052;Rigidoporus lignosus
2053;Phellinus noxius
2054;Rhizoctonia praticola
2055;Schinus molle
2056;Pistacia palaestina
2057;Pleiogynium timoriense
2058;Lactarius piperatus
2059;Trametes trogii
2060;Melanocarpus albomyces
2060;Melanocarpus albomyces
2060;Melanocarpus albomyces
2060;Melanocarpus albomyces
2061;Pleurotus florida
2062;Coriolopsis rigida
2063;Coriolus zonatus
2064;Cerrena maxima
2065;Coriolisimus fulvocinerea
2066;Phellinus ribis
2067;Trichophyton rubrum
2068;Daedalea quercina
2069;Phlebia brevispora
2070;Lentinula edodes
2070;Lentinula edodes
2070;Lentinula edodes
2070;Lentinula edodes
2071;Panus tigrinus
2072;Marasmius quercophilus
2073;Perenniporia tephropora
2074;Volvariella volvacea
2074;Volvariella volvacea
2074;Volvariella volvacea
2074;Volvariella volvacea
2074;Volvariella volvacea
2075;Trametes sp.
2075;Trametes sp.
2076;Phlebia floridensis
2077;Phlebia fascicularia
2078;Albatrellus dispansus
2079;Cantharellus cibarius
2080;Tricholoma giganteum
2082;Chaetomiaceae sp.
2084;Cyathus bulleri
2084;Cyathus bulleri
2084;Cyathus bulleri
2085;Panus rudis
2087;Cerrena unicolor
2088;Agaricus blazei
2089;Fomes sclerodermeus
2090;Polyporus pinsitus
2096;Lentinus tigrinus
2096;Lentinus tigrinus
2098;Fomitella fraxinea
2099;Solorina crocea
2100;Peltigera aphthosa
2101;Loweporus lividus MTCC
2102;Myrioconium sp.
2103;Physisporinus rivulosus
2104;Aplysia californica
2104;Aplysia californica
2104;Aplysia californica
2104;Aplysia californica
2104;Aplysia californica
2104;Aplysia californica
2105;Cucurbita sp.
2106;Citrus unshiu
2106;Citrus unshiu
2106;Citrus unshiu
2106;Citrus unshiu
2107;Cucurbita moschata
2107;Cucurbita moschata
2107;Cucurbita moschata
2108;Acremonium sp.
2108;Acremonium sp.
2111;Acremonium
2112;Kalanchoe blossfeldiana
2118;Cucumis sp.
2119;Pycnoporus coccineus
2120;Tecoma stans
2121;Bauhinia monandra
2122;Bufo marinus
2122;Bufo marinus
2123;Pseudemys scripta
2124;Amphiuma means
2125;Chelydra serpentina
2126;Pseudemys floridana
2127;Terrapene carolina
2128;Monocillium spp.
2129;Humicola spp.
2130;Chryseobacterium sp.
2131;Commelina communis
2132;Lactuca sp.
2133;Cyanobacterium sp.
2135;Mastigocladus laminosus
2135;Mastigocladus laminosus
2136;Chlamydomonas incerta
2137;Desmodium paniculatum
2138;Quercus glauca
2139;Karenia brevis
2141;Synechocystis PCC 6803
2141;Synechocystis PCC 6803
2141;Synechocystis PCC 6803
2146;Lemna trisulca
2147;Mantoniella squamata
2151;Desulfovibrio desulfuricans
2151;Desulfovibrio desulfuricans
2151;Desulfovibrio desulfuricans
2151;Desulfovibrio desulfuricans
2152;Lactobacillus rhamnosus
2152;Lactobacillus rhamnosus
2153;Lactobacillus mali
2154;Lactobacillus coryniformis
2155;Enterococcus casseliflavus
2155;Enterococcus casseliflavus
2156;Caldariomyces fumago
2157;Streptomyces toyocaensis
2158;Bazzania trilobata
2159;Vicia sativa
2160;Arachis hypogaea
2160;Arachis hypogaea
2160;Arachis hypogaea
2160;Arachis hypogaea
2160;Arachis hypogaea
2160;Arachis hypogaea
2161;Lupinus albus
2161;Lupinus albus
2161;Lupinus albus
2161;Lupinus albus
2161;Lupinus albus
2162;Chlamydomonas sp.
2162;Chlamydomonas sp.
2163;Chlorella vulgaris
2163;Chlorella vulgaris
2164;Riccia fluitans
2165;Avicennia marina
2166;Eremosphaera viridis
2167;Trifolium subterraneum
2168;Alnus rubra
2169;Helicoverpa zea
2169;Helicoverpa zea
2169;Helicoverpa zea
2170;Galdieria partita
2172;Populus tomentosa
2172;Populus tomentosa
2172;Populus tomentosa
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2173;Gossypium hirsutum
2185;Venturia canescens
2186;Boophilus microplus
2186;Boophilus microplus
2186;Boophilus microplus
2187;Hydra vulgaris
2195;Armillaria mellea
2196;Dichomitus squalens
2197;Bjerkandera sp.
2198;Phanerochaete sordida
2199;Deuteromycotina sp.
2200;Nematoloma frowardii
2200;Nematoloma frowardii
2201;Clitocybula dusenii
2202;Agrocybe praecox
2203;Stropharia coronilla
2204;Ganoderma colossum
2205;Abortiporus biennis
2206;Agrocybe dura
2207;Armillaria ostoyae
2208;Auricularia sp.
2209;Coriolus pruinosum
2210;Coriolopsis polyzona
2211;Collybia dryophila
2212;Cyathus stercoreus
2213;Flavodon flavus
2214;Hypholoma fasciculare
2215;Kuehneromyces mutabilis
2216;Merulius sp.
2217;Panaeolus sphinctrinus
2218;Phaeolus schweinitzii
2219;Phallus impudicus
2220;Phanerochaete laevis
2221;Phanerochaete flavidoalba
2222;Phellinus trivialis
2223;Phlebia tremellosa
2224;Physisporinus vitreus
2225;Stropharia aeruginosa
2226;Stropharia cubensis
2227;Stropharia rugosoannulata
2228;Lenzites betulinus
2229;Ganoderma adspersum
2230;Phellinus robustus
2231;Trametes zonata
2232;Schizophyllum sp.
2235;Omphalotus olearius
2236;Funalia trogii
2237;Streptomyces viridosporus
2243;Panus sp.
2244;Perenniporia medulla
2246;Phanerocheate chrysosporium
2247;Leishmania infantum
2247;Leishmania infantum
2247;Leishmania infantum
2247;Leishmania infantum
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2248;Fasciola hepatica
2249;Populus trichocarpa
2249;Populus trichocarpa
2249;Populus trichocarpa
2252;Dirofilaria immitis
2252;Dirofilaria immitis
2255;Entamoeba moshkovskii
2255;Entamoeba moshkovskii
2255;Entamoeba moshkovskii
2259;Taenia solium
2259;Taenia solium
2259;Taenia solium
2267;Antrodia camphorata
2267;Antrodia camphorata
2276;Penaeus japonicus
2276;Penaeus japonicus
2279;Arenicola marina
2279;Arenicola marina
2283;Chlamys farreri
2283;Chlamys farreri
2283;Chlamys farreri
2283;Chlamys farreri
2283;Chlamys farreri
2283;Chlamys farreri
2293;Treponema primitia
2296;Carthamus tintorius
2299;Nitrosomonas europaea
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2300;Neisseria gonorrhoeae
2301;Pseudomonas denitrificans
2301;Pseudomonas denitrificans
2301;Pseudomonas denitrificans
2301;Pseudomonas denitrificans
2301;Pseudomonas denitrificans
2302;Thiobacillus thiooxidans
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2303;Campylobacter jejuni
2304;Paracoccus pantotrophus
2304;Paracoccus pantotrophus
2304;Paracoccus pantotrophus
2304;Paracoccus pantotrophus
2304;Paracoccus pantotrophus
2304;Paracoccus pantotrophus
2305;Pseudomonas nautica
2305;Pseudomonas nautica
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2306;Paracoccidioides brasiliensis
2307;synthetic construct
2307;synthetic construct
2307;synthetic construct
2310;Halobacterium halobium
2310;Halobacterium halobium
2311;Brucella abortus
2311;Brucella abortus
2311;Brucella abortus
2311;Brucella abortus
2312;Lens culinaris
2313;Rhodopseudomonas capsulata
2314;Bacillus firmus
2315;Bordetella pertussis
2315;Bordetella pertussis
2315;Bordetella pertussis
2315;Bordetella pertussis
2315;Bordetella pertussis
2316;Penicillium cyclopium
2317;Chrysosporium pannorum
2318;Trigonopsis variabilis
2318;Trigonopsis variabilis
2318;Trigonopsis variabilis
2319;Anopheles gambiae
2319;Anopheles gambiae
2319;Anopheles gambiae
2319;Anopheles gambiae
2319;Anopheles gambiae
2319;Anopheles gambiae
2319;Anopheles gambiae
2321;Methanobrevibacter arboriphilus
2321;Methanobrevibacter arboriphilus
2323;Vibrio rumoiensis
2323;Vibrio rumoiensis
2325;Capra capra
2326;Comamonas compransoris
2327;Listeria seeligeri
2328;Pyrobaculum calidifontis
2330;Penicillium piceum
2332;Cylindrocarpon magnusianum
2333;Burkholderia pseudomallei
2333;Burkholderia pseudomallei
2333;Burkholderia pseudomallei
2333;Burkholderia pseudomallei
2333;Burkholderia pseudomallei
2334;Mortierella minutissima
2335;Sclerotium sp.
2336;Frankia sp. R43
2336;Frankia sp. R43
2336;Frankia sp. R43
2336;Frankia sp. R43
2336;Frankia sp. R43
2336;Frankia sp. R43
2338;Thermus brockianus
2340;Barbus barbus
2341;Leuciscus cephalus
2341;Leuciscus cephalus
2343;Protaetia brevitarsis
2344;Haliotis discus discus
